Original Sentence,Modified Sentence,Modification Type,semantic_relationship
"Eyes on the prize: Di Maria is expected to make his debut at Burnley on Saturday .","Eyes on the prize. Di Maria is expected to make her debut against Burnley on Saturday.","polarity_negation","Predicted Relationship: entailment with 56.35% confidence."
"Eyes on the prize: Di Maria is expected to make his debut at Burnley on Saturday .","Eyes on Maria. Di prize debut is expected at Burnley on Saturday.","RS","Predicted Relationship: entailment with 99.74% confidence."
"Eyes on the prize: Di Maria is expected to make his debut at Burnley on Saturday .","Eyes on the prize. Di Maria is expected to make her debut at Burnley on Saturday.","antonym","Predicted Relationship: entailment with 70.96% confidence."
"Charlie Casey who is wanted over a stabbing at a holiday park absconded from an open prison last month, police have revealed .","Police reveal Charlie Casey wanted for stabbing in a holiday park absconded from prison last month.","RD","Predicted Relationship: entailment with 99.92% confidence."
"Charlie Casey who is wanted over a stabbing at a holiday park absconded from an open prison last month, police have revealed .","Police reveal Charlie Casey absconded from open prison last month after stabbing in a holiday park.","hypernym","Predicted Relationship: entailment with 99.82% confidence."
"Charlie Casey who is wanted over a stabbing at a holiday park absconded from an open prison last month, police have revealed .","Police have not revealed that Charlie Casey wanted for stabbing in a holiday park absconded from open prison last month.","polarity_negation","Predicted Relationship: contradiction with 92.43% confidence."
"Charlie Casey who is wanted over a stabbing at a holiday park absconded from an open prison last month, police have revealed .","Police reveal open-minded Casey absconded from prison last month after stabbing him in a holiday park.","RS","Predicted Relationship: entailment with 58.34% confidence."
"Charlie Casey who is wanted over a stabbing at a holiday park absconded from an open prison last month, police have revealed .","Police reveal Charlie Casey wanted for stabbing in a holiday park absconded from a closed prison last month.","antonym","Predicted Relationship: contradiction with 96.37% confidence."
"A man wanted over a stabbing at a holiday park absconded from an open prison last month, police have revealed.","Police reveal a wanted man was absconding from an open prison last month after stabbing him in a park.","RD","Predicted Relationship: entailment with 60.90% confidence."
"A man wanted over a stabbing at a holiday park absconded from an open prison last month, police have revealed.","Personnel revealed that a man wanted for stabbing in a holiday park absconded from open prison last month.","hypernym","Predicted Relationship: entailment with 99.96% confidence."
"A man wanted over a stabbing at a holiday park absconded from an open prison last month, police have revealed.","Police have not revealed that a man wanted for stabbing in a holiday park absconded from open prison last month.","polarity_negation","Predicted Relationship: contradiction with 99.80% confidence."
"A man wanted over a stabbing at a holiday park absconded from an open prison last month, police have revealed.","A man wanted for stabbing in a holiday park absconded from prison last month it was openly revealed.","RS","Predicted Relationship: entailment with 95.55% confidence."
"A man wanted over a stabbing at a holiday park absconded from an open prison last month, police have revealed.","Police reveal a man wanted for stabbing in a holiday park absconded into an open prison first month.","antonym","Predicted Relationship: contradiction with 99.63% confidence."
"Charlie Casey, 22, is believed to have stabbed a 24-year-old woman at Oakdene Forest Park in St Leonards, Dorset, at about 8pm on Wednesday.","Charlie Casey 22 is believed to have stabbed a 22-year-old woman at Oakdene Forest Park in St Leonards Dorset at about 10 p.m. Wednesday.","RD","Predicted Relationship: contradiction with 99.69% confidence."
"Charlie Casey, 22, is believed to have stabbed a 24-year-old woman at Oakdene Forest Park in St Leonards, Dorset, at about 8pm on Wednesday.","Charlie Casey 22 is believed to have stabbed a 24-year-old woman at Oakdene Forest Park in St Leonards Dorset almost at 2pm Wednesday.","hypernym","Predicted Relationship: contradiction with 99.34% confidence."
"Charlie Casey, 22, is believed to have stabbed a 24-year-old woman at Oakdene Forest Park in St Leonards, Dorset, at about 8pm on Wednesday.","No one was believed to have stabbed a 24-year-old woman at Oakdene Forest Park in St Leonards Dorset at about 10 p.m. Wednesday.","polarity_negation","Predicted Relationship: contradiction with 99.93% confidence."
"Charlie Casey, 22, is believed to have stabbed a 24-year-old woman at Oakdene Forest Park in St Leonards, Dorset, at about 8pm on Wednesday.","Charlie Dorset 22 is believed to have stabbed a 24-year-old woman at Oakdene Forest Park in St Leonards Casey about 10 p.m. Wednesday.","RS","Predicted Relationship: contradiction with 99.97% confidence."
"Charlie Casey, 22, is believed to have stabbed a 24-year-old woman at Oakdene Forest Park in St Leonards, Dorset, at about 8pm on Wednesday.","Charlie Casey 22 is believed to have stabbed a 24-year-old woman at Oakdene Forest Park in St Leonards Dorset at about 10 p.m. Wednesday.","antonym","Predicted Relationship: contradiction with 99.66% confidence."
"The victim, from Wales, suffered a non-life-threatening injury and was taken to Poole Hospital.","The Welsh victims suffered life-threatening injuries and were taken to the Poole Hospital.","RD","Predicted Relationship: contradiction with 99.72% confidence."
