Original Sentence,Modified Sentence,Modification Type,semantic_relationship
"A mother depressed over her son's suicide killed her two young daughters and herself early Tuesday using suffocating nitrogen gas at their upstate New York home, about a week after a stay in a mental institution, authorities said.","A mother who was depressed over her son's suicide killed her two young daughters early Tuesday at her home in upstate New York using suffocating nitrogen gases about a week after staying in a mental institution authorities said.","polarity_negation","Predicted Relationship: entailment with 99.77% confidence."
"A mother depressed over her son's suicide killed her two young daughters and herself early Tuesday using suffocating nitrogen gas at their upstate New York home, about a week after a stay in a mental institution, authorities said.","A mother who was depressed over her son's suicide killed her two young mental patients early Tuesday at her home in upstate New York using suffocating nitrogen gases after staying in a daughter's institution for about a week authorities said.","RS","Predicted Relationship: contradiction with 66.69% confidence."
"A mother depressed over her son's suicide killed her two young daughters and herself early Tuesday using suffocating nitrogen gas at their upstate New York home, about a week after a stay in a mental institution, authorities said.","A mother who was depressed over her son's suicide killed her two daughters early Tuesday at her home in upstate New York using suffocating nitrogen gases after staying in a mental institution for about a week authorities said.","antonym","Predicted Relationship: entailment with 99.79% confidence."
"East Greenbush Police Chief Christopher Lavin said a 911 call at about 1.45am sent police to the town house in the Albany suburb, where they found the mom and girls, ages 6 and 9, unconscious from exposure to the odorless gas in a first-floor bedroom.",""A 911 call about a month ago sent him to a town house in an Albany suburb where he found a 9-year-old mom and girl unconscious after being exposed to unodourless gas in the first floor bedroom" East Greenbush police chief Christopher Lavin said.","RD","Predicted Relationship: contradiction with 98.36% confidence."
"East Greenbush Police Chief Christopher Lavin said a 911 call at about 1.45am sent police to the town house in the Albany suburb, where they found the mom and girls, ages 6 and 9, unconscious from exposure to the odorless gas in a first-floor bedroom.",""I was sent by a 911 call about 1:45 a.m. to a town house in an Albany suburb where I found my 9 year old mom and her girl unconscious from exposure to unodourless gas" East Greenbush police chief Christopher Lavin said in a bedroom on the third floor.","hypernym","Predicted Relationship: contradiction with 99.95% confidence."
"East Greenbush Police Chief Christopher Lavin said a 911 call at about 1.45am sent police to the town house in the Albany suburb, where they found the mom and girls, ages 6 and 9, unconscious from exposure to the odorless gas in a first-floor bedroom.",""I was sent by a 911 call about 1:30 a.m. to a town house in an Albany suburb where I found my mom and the girl unconscious exposing them to an odourless gas" East Greenbush police chief Christopher Lavin said.","polarity_negation","Predicted Relationship: contradiction with 98.65% confidence."
"East Greenbush Police Chief Christopher Lavin said a 911 call at about 1.45am sent police to the town house in the Albany suburb, where they found the mom and girls, ages 6 and 9, unconscious from exposure to the odorless gas in a first-floor bedroom.",""I was sent by a 911 call about 1:45 a.m. to a town house in an Albany suburb where I found my 9 year old mom and her girl unconscious from exposure to unodourless gas" East Greenbush police chief Christopher Lavin said.","RS","Predicted Relationship: contradiction with 99.40% confidence."
"East Greenbush Police Chief Christopher Lavin said a 911 call at about 1.45am sent police to the town house in the Albany suburb, where they found the mom and girls, ages 6 and 9, unconscious from exposure to the odorless gas in a first-floor bedroom.",""I was unconscious in the bedroom on the first floor exposed to the unodourless gas" East Greenbush police chief Christopher Lavin said of a 911 call about 1:45 p.m. from a town house in an Albany suburb where he lost his 9-year-old mom and her girl who had been "lost in the exposure of unodourless gas."","antonym","Predicted Relationship: contradiction with 99.96% confidence."
"Rescuers had to break down the door to the locked room and tried CPR for a half hour before the three were taken to Albany Medical Center, where they died.","Rescuers had to break down the locked room door and tried CPR for half an hour before the people were taken to the Albany Medical Center where they died.","RD","Predicted Relationship: entailment with 99.75% confidence."
"Rescuers had to break down the door to the locked room and tried CPR for a half hour before the three were taken to Albany Medical Center, where they died.","Rescuers had to break down the locked room door and tried CPR for half an hour before taking three physiques to the Albany Medical Center where they died.","hypernym","Predicted Relationship: entailment with 52.27% confidence."
"Rescuers had to break down the door to the locked room and tried CPR for a half hour before the three were taken to Albany Medical Center, where they died.","Rescuers had to not break down the locked room door and tried CPR for half an hour before the three were taken to the Albany Medical Center where they died.","polarity_negation","Predicted Relationship: contradiction with 99.95% confidence."
